
Timeframe & Parameter Performance (sorted by total return):
|      | start               | end                 |   lookback |   z_enter |   z_exit |   max_holding |   total_return |       sharpe |            max_dd | pair      |
| 4297 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2   |      1   |            20 |   -0.842337    |  -4.68428    |      -8.42337e+09 | VLO,XOM   |
| 1387 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.842355    |  -4.69636    |      -8.42355e+09 | SHEL,VLO  |
| 4298 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.842481    |  -4.624      |      -8.42481e+09 | VLO,XOM   |
| 7250 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2   |      1   |             5 |   -0.844033    |  -5.17068    |      -8.44033e+09 | AAPL,SHEL |
| 4299 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         20 |       2   |      1   |             5 |   -0.844322    |  -4.8823     |      -8.44322e+09 | VLO,XOM   |
| 4300 | 2024-06-08 00:00:00 | 2025-06-08 00:00:00 |         30 |       2   |      1   |             5 |   -0.844421    |  -5.06449    |      -8.44421e+09 | VLO,XOM   |
| 7251 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.844534    |  -5.27326    |      -8.44534e+09 | AAPL,SHEL |
| 1388 | 2022-01-20 00:00:00 | 2023-01-20 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.845235    |  -4.161      |      -3.46325e+08 | SHEL,VLO  |
| 4301 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       2   |      1   |            10 |   -0.845578    |  -4.73802    |      -8.45578e+09 | VLO,XOM   |
| 7252 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.845582    |  -5.25744    |      -8.45582e+09 | AAPL,SHEL |
| 7253 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.845677    |  -4.80506    |      -8.45677e+09 | AAPL,SHEL |
| 7254 | 2021-05-25 00:00:00 | 2022-05-25 00:00:00 |         10 |       2   |      1   |             5 |   -0.845745    |  -4.92601    |      -8.45745e+09 | AAPL,SHEL |
| 7256 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         10 |       2   |      1   |            20 |   -0.846085    |  -4.95349    |      -8.47195e+09 | AAPL,SHEL |
| 7255 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         10 |       2   |      1   |            10 |   -0.846085    |  -4.95349    |      -8.47195e+09 | AAPL,SHEL |
| 4302 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       2   |      1   |            20 |   -0.846263    |  -4.75386    |      -8.46263e+09 | VLO,XOM   |
| 7257 | 2020-03-31 00:00:00 | 2021-03-31 00:00:00 |         10 |       2   |      1   |             5 |   -0.846536    |  -4.18133    |      -8.46536e+09 | AAPL,SHEL |
| 4303 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.847421    |  -5.0087     |      -8.56786e+09 | VLO,XOM   |
| 4304 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -0.847946    |  -3.04032    |      -9.11394e+09 | VLO,XOM   |
| 4305 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -0.847946    |  -3.04032    |      -9.11394e+09 | VLO,XOM   |
| 4306 | 2022-06-19 00:00:00 | 2023-06-19 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.848018    |  -4.75773    |      -8.48018e+09 | VLO,XOM   |
| 7258 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.84827     |  -5.05259    |      -8.4827e+09  | AAPL,SHEL |
| 7259 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.848739    |  -5.74533    |      -8.48739e+09 | AAPL,SHEL |
| 1389 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         10 |       2   |      1   |             5 |   -0.848751    |  -4.89233    |      -8.48751e+09 | SHEL,VLO  |
| 7260 | 2020-08-28 00:00:00 | 2021-08-28 00:00:00 |         10 |       2   |      1   |             5 |   -0.848946    |  -4.72861    |      -8.48946e+09 | AAPL,SHEL |
| 7261 | 2020-09-27 00:00:00 | 2021-09-27 00:00:00 |         10 |       2   |      1   |             5 |   -0.849132    |  -4.74274    |      -8.49132e+09 | AAPL,SHEL |
| 1390 | 2023-11-11 00:00:00 | 2024-11-10 00:00:00 |         10 |       2   |      1   |             5 |   -0.849186    |  -4.90331    |      -8.49186e+09 | SHEL,VLO  |
| 7262 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         30 |       2   |      1   |             5 |   -0.849276    |  -5.34489    |      -8.49276e+09 | AAPL,SHEL |
| 7263 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2   |      1   |            10 |   -0.849489    |  -5.2513     |      -8.49489e+09 | AAPL,SHEL |
| 4307 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         20 |       2   |      0.5 |            10 |   -0.849969    |  -4.44525    |      -8.49969e+09 | VLO,XOM   |
| 4308 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         10 |       2   |      1   |             5 |   -0.85034     |  -4.95136    |      -8.5034e+09  | VLO,XOM   |
| 7264 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         20 |       2   |      1   |             5 |   -0.850356    |  -4.00792    |      -1.77583e+08 | AAPL,SHEL |
| 1391 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         10 |       2   |      1   |            20 |   -0.850385    |  -4.89727    |      -8.50385e+09 | SHEL,VLO  |
| 1392 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         10 |       2   |      1   |            10 |   -0.850385    |  -4.89727    |      -8.50385e+09 | SHEL,VLO  |
| 7266 | 2020-06-29 00:00:00 | 2021-06-29 00:00:00 |         30 |       1.5 |      1   |            10 |   -0.850668    |  -5.12056    |      -8.50668e+09 | AAPL,SHEL |
| 7265 | 2020-06-29 00:00:00 | 2021-06-29 00:00:00 |         30 |       1.5 |      1   |            20 |   -0.850668    |  -5.12056    |      -8.50668e+09 | AAPL,SHEL |
| 1393 | 2021-05-25 00:00:00 | 2022-05-25 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.85082     |  -3.99442    |      -8.5082e+09  | SHEL,VLO  |
| 1395 | 2023-11-11 00:00:00 | 2024-11-10 00:00:00 |         10 |       2   |      1   |            10 |   -0.850822    |  -4.90823    |      -8.50822e+09 | SHEL,VLO  |
| 1394 | 2023-11-11 00:00:00 | 2024-11-10 00:00:00 |         10 |       2   |      1   |            20 |   -0.850822    |  -4.90823    |      -8.50822e+09 | SHEL,VLO  |
| 4309 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       2   |      1   |            10 |   -0.850896    |  -4.95437    |      -8.58454e+09 | VLO,XOM   |
| 4310 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       2   |      1   |            20 |   -0.850896    |  -4.95437    |      -8.58454e+09 | VLO,XOM   |
| 7267 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         10 |       2   |      0.5 |             5 |   -0.851024    |  -4.00391    |      -2.21595e+08 | AAPL,SHEL |
| 1396 | 2024-01-10 00:00:00 | 2025-01-09 00:00:00 |         20 |       2   |      0.5 |            10 |   -0.851387    |  -4.99123    |      -8.51387e+09 | SHEL,VLO  |
| 4311 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         30 |       2   |      1   |            20 |   -0.851682    |  -4.67866    |      -8.51682e+09 | VLO,XOM   |
| 4312 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         30 |       2   |      1   |            10 |   -0.851682    |  -4.67866    |      -8.51682e+09 | VLO,XOM   |
| 4313 | 2020-04-30 00:00:00 | 2021-04-30 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -0.851706    |  -3.2691     |      -8.51706e+09 | VLO,XOM   |
| 4314 | 2020-04-30 00:00:00 | 2021-04-30 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -0.851706    |  -3.2691     |      -8.51706e+09 | VLO,XOM   |
| 4316 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.851834    |  -4.3393     |      -8.51834e+09 | VLO,XOM   |
| 4315 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.851834    |  -4.3393     |      -8.51834e+09 | VLO,XOM   |
| 4317 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         30 |       2   |      1   |            20 |   -0.851951    |  -4.29504    |      -8.51951e+09 | VLO,XOM   |
| 1397 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         30 |       2   |      1   |            20 |   -0.852214    |  -4.86692    |      -8.52214e+09 | SHEL,VLO  |
| 1398 | 2022-06-19 00:00:00 | 2023-06-19 00:00:00 |         20 |       2   |      0.5 |            10 |   -0.852746    |  -4.55204    |      -8.52746e+09 | SHEL,VLO  |
| 1399 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         30 |       2   |      1   |            10 |   -0.853068    |  -4.87552    |      -8.53068e+09 | SHEL,VLO  |
| 7268 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         10 |       2   |      1   |            10 |   -0.85322     |  -4.64953    |      -8.5322e+09  | AAPL,SHEL |
| 7269 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         10 |       2   |      1   |            20 |   -0.85322     |  -4.64953    |      -8.5322e+09  | AAPL,SHEL |
| 7270 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         20 |       2   |      0.5 |            20 |   -0.853449    |  -3.65792    |      -1.12371e+08 | AAPL,SHEL |
| 7271 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         10 |       2   |      1   |            20 |   -0.85346     |  -4.56762    |      -2.85255e+07 | AAPL,SHEL |
| 7272 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         10 |       2   |      1   |            10 |   -0.85346     |  -4.56762    |      -2.85255e+07 | AAPL,SHEL |
| 1400 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         20 |       2   |      1   |            20 |   -0.853669    |  -4.14747    |      -7.34712e+07 | SHEL,VLO  |
| 4318 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.85422     |  -4.03225    |      -8.5422e+09  | VLO,XOM   |
| 4319 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.85422     |  -4.03225    |      -8.5422e+09  | VLO,XOM   |
| 4321 | 2024-06-08 00:00:00 | 2025-06-08 00:00:00 |         30 |       2   |      1   |            10 |   -0.854636    |  -5.1146     |      -8.54636e+09 | VLO,XOM   |
| 4320 | 2024-06-08 00:00:00 | 2025-06-08 00:00:00 |         30 |       2   |      1   |            20 |   -0.854636    |  -5.1146     |      -8.54636e+09 | VLO,XOM   |
| 4323 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         10 |       2   |      1   |            10 |   -0.854737    |  -4.40375    |      -8.54737e+09 | VLO,XOM   |
| 4322 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         10 |       2   |      1   |            20 |   -0.854737    |  -4.40375    |      -8.54737e+09 | VLO,XOM   |
| 1401 | 2023-06-14 00:00:00 | 2024-06-13 00:00:00 |         30 |       2   |      1   |             5 |   -0.854904    |  -4.833      |      -8.54904e+09 | SHEL,VLO  |
| 1402 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         10 |       2   |      1   |             5 |   -0.855022    |  -4.81714    |      -8.55022e+09 | SHEL,VLO  |
| 1404 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         10 |       2   |      1   |            20 |   -0.855048    |  -4.815      |      -8.55048e+09 | SHEL,VLO  |
| 1403 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         10 |       2   |      1   |            10 |   -0.855048    |  -4.815      |      -8.55048e+09 | SHEL,VLO  |
| 7273 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       2   |      1   |            10 |   -0.855134    |  -4.97189    |      -8.55134e+09 | AAPL,SHEL |
| 4324 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         10 |       2   |      0.5 |             5 |   -0.855144    |  -4.10311    |      -8.55144e+09 | VLO,XOM   |
| 1405 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.855252    |  -4.66113    |      -8.55252e+09 | SHEL,VLO  |
| 4326 | 2022-06-19 00:00:00 | 2023-06-19 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.855313    |  -4.85688    |      -8.55313e+09 | VLO,XOM   |
| 4325 | 2022-06-19 00:00:00 | 2023-06-19 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.855313    |  -4.85688    |      -8.55313e+09 | VLO,XOM   |
| 4327 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         10 |       2   |      1   |             5 |   -0.855464    |  -4.38823    |      -8.55464e+09 | VLO,XOM   |
| 1407 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.855609    |  -4.24491    |     -83.2549      | SHEL,VLO  |
| 1406 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.855609    |  -4.24491    |     -83.2549      | SHEL,VLO  |
| 4329 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.855634    |  -4.22883    |      -8.62654e+09 | VLO,XOM   |
| 4328 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.855634    |  -4.22883    |      -8.62654e+09 | VLO,XOM   |
| 1408 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         10 |       2   |      1   |             5 |   -0.855728    |  -4.5298     |      -8.55728e+09 | SHEL,VLO  |
| 4330 | 2024-06-08 00:00:00 | 2025-06-08 00:00:00 |         20 |       2   |      0.5 |            10 |   -0.855799    |  -5.21549    |      -8.55799e+09 | VLO,XOM   |
| 1409 | 2020-03-31 00:00:00 | 2021-03-31 00:00:00 |         30 |       1.5 |      0.5 |            20 |   -0.856292    |  -3.16059    |      -8.59527e+09 | SHEL,VLO  |
| 1410 | 2020-03-31 00:00:00 | 2021-03-31 00:00:00 |         30 |       1.5 |      0.5 |            10 |   -0.856292    |  -3.16059    |      -8.59527e+09 | SHEL,VLO  |
| 4332 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.856393    |  -4.41086    |      -8.56393e+09 | VLO,XOM   |
| 4331 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.856393    |  -4.41086    |      -8.56393e+09 | VLO,XOM   |
| 4333 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.856452    |  -4.96504    |      -8.56452e+09 | VLO,XOM   |
| 4334 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         10 |       2   |      0.5 |             5 |   -0.857176    |  -4.3297     |      -8.57176e+09 | VLO,XOM   |
| 7274 | 2020-06-29 00:00:00 | 2021-06-29 00:00:00 |         30 |       1.5 |      1   |             5 |   -0.857345    |  -5.15403    |      -8.57345e+09 | AAPL,SHEL |
| 4335 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         30 |       2   |      1   |            10 |   -0.85755     |  -4.31409    |      -8.5755e+09  | VLO,XOM   |
| 4336 | 2020-08-28 00:00:00 | 2021-08-28 00:00:00 |         20 |       2   |      1   |             5 |   -0.857998    |  -4.52433    |      -8.57998e+09 | VLO,XOM   |
| 7275 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         20 |       2   |      0.5 |            20 |   -0.858002    |  -3.95106    |      -1.77583e+08 | AAPL,SHEL |
| 1411 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.858362    |  -3.87216    |      -7.34712e+07 | SHEL,VLO  |
| 1412 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2   |      1   |             5 |   -0.858657    |  -4.60514    |      -8.58657e+09 | SHEL,VLO  |
| 4337 | 2023-12-11 00:00:00 | 2024-12-10 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.858758    |  -4.72114    |      -8.58758e+09 | VLO,XOM   |
| 7277 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         20 |       2   |      1   |            10 |   -0.858786    |  -4.09619    |      -1.77583e+08 | AAPL,SHEL |
| 7276 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         20 |       2   |      1   |            20 |   -0.858786    |  -4.09619    |      -1.77583e+08 | AAPL,SHEL |
| 7278 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.858892    |  -5.77059    |      -8.58892e+09 | AAPL,SHEL |
| 7279 | 2021-02-24 00:00:00 | 2022-02-24 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.858921    |  -4.92253    |      -8.58921e+09 | AAPL,SHEL |
| 1413 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         20 |       2   |      1   |             5 |   -0.859009    |  -4.69124    |      -8.59009e+09 | SHEL,VLO  |
| 7280 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.859137    |  -5.24999    |      -8.59137e+09 | AAPL,SHEL |
| 4338 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.859184    |  -4.48541    |      -8.59184e+09 | VLO,XOM   |
| 4339 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         10 |       2   |      1   |            10 |   -0.859593    |  -4.4743     |      -8.59593e+09 | VLO,XOM   |
| 4340 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         10 |       2   |      1   |            20 |   -0.859593    |  -4.4743     |      -8.59593e+09 | VLO,XOM   |
| 1414 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         30 |       1.5 |      0.5 |             5 |   -0.860014    |  -3.29953    |      -8.76171e+09 | SHEL,VLO  |
| 1415 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         20 |       2   |      1   |            20 |   -0.86024     |  -4.78296    |      -8.6024e+09  | SHEL,VLO  |
| 4341 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         10 |       2   |      1   |             5 |   -0.860288    |  -4.45889    |      -8.60288e+09 | VLO,XOM   |
| 1416 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         20 |       2   |      1   |            10 |   -0.860573    |  -4.75251    |      -8.60573e+09 | SHEL,VLO  |
| 7281 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         20 |       2   |      1   |             5 |   -0.860683    |  -3.89164    |      -1.12371e+08 | AAPL,SHEL |
| 4342 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         30 |       2   |      1   |             5 |   -0.860697    |  -4.27116    |      -8.60697e+09 | VLO,XOM   |
| 4343 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.860723    |  -5.025      |      -8.60723e+09 | VLO,XOM   |
| 7282 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.86079     |  -4.58374    |      -8.6079e+09  | AAPL,SHEL |
| 7283 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       2   |      1   |            20 |   -0.860802    |  -5.04286    |      -8.60802e+09 | AAPL,SHEL |
| 4344 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.860823    |  -5.02483    |      -8.60823e+09 | VLO,XOM   |
| 4347 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       2   |      1   |             5 |   -0.860909    |  -4.69683    |      -8.60909e+09 | VLO,XOM   |
| 4346 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       2   |      1   |            20 |   -0.860909    |  -4.69683    |      -8.60909e+09 | VLO,XOM   |
| 4345 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       2   |      1   |            10 |   -0.860909    |  -4.69683    |      -8.60909e+09 | VLO,XOM   |
| 1417 | 2023-06-14 00:00:00 | 2024-06-13 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.861188    |  -4.82153    |      -8.61188e+09 | SHEL,VLO  |
| 4348 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         10 |       2   |      0.5 |             5 |   -0.861651    |  -4.40062    |      -8.61651e+09 | VLO,XOM   |
| 1418 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2   |      1   |            20 |   -0.861893    |  -4.6668     |      -8.61893e+09 | SHEL,VLO  |
| 7284 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.862057    |  -4.74081    |      -8.77658e+09 | AAPL,SHEL |
| 1419 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         20 |       2   |      0.5 |            10 |   -0.862079    |  -4.75666    |      -8.62079e+09 | SHEL,VLO  |
| 1420 | 2023-07-14 00:00:00 | 2024-07-13 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.862125    |  -4.71025    |      -8.62125e+09 | SHEL,VLO  |
| 7285 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         10 |       2   |      1   |            20 |   -0.86233     |  -5.72336    |      -8.6233e+09  | AAPL,SHEL |
| 7286 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         10 |       2   |      1   |            10 |   -0.86233     |  -5.72336    |      -8.6233e+09  | AAPL,SHEL |
| 1421 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.862476    |  -4.51914    |      -8.62476e+09 | SHEL,VLO  |
| 7287 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         20 |       2   |      1   |            20 |   -0.862623    |  -4.69864    |      -8.62623e+09 | AAPL,SHEL |
| 7288 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         20 |       2   |      1   |            10 |   -0.862623    |  -4.69864    |      -8.62623e+09 | AAPL,SHEL |
| 7289 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         10 |       2   |      1   |             5 |   -0.86312     |  -5.62997    |      -8.6312e+09  | AAPL,SHEL |
| 4349 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.863137    |  -4.56098    |      -8.63137e+09 | VLO,XOM   |
| 4350 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         20 |       2   |      1   |             5 |   -0.86316     |  -4.56041    |      -8.6316e+09  | VLO,XOM   |
| 1422 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.863379    |  -4.38287    |      -8.63379e+09 | SHEL,VLO  |
| 7290 | 2020-05-30 00:00:00 | 2021-05-30 00:00:00 |         20 |       2   |      0.5 |            10 |   -0.863626    |  -3.97001    |      -1.77583e+08 | AAPL,SHEL |
| 7292 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         20 |       2   |      1   |            10 |   -0.863719    |  -3.88829    |      -1.12371e+08 | AAPL,SHEL |
| 7291 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         20 |       2   |      1   |            20 |   -0.863719    |  -3.88829    |      -1.12371e+08 | AAPL,SHEL |
| 7294 | 2020-03-31 00:00:00 | 2021-03-31 00:00:00 |         10 |       2   |      1   |            10 |   -0.864232    |  -4.26443    |      -8.64232e+09 | AAPL,SHEL |
| 7293 | 2020-03-31 00:00:00 | 2021-03-31 00:00:00 |         10 |       2   |      1   |            20 |   -0.864232    |  -4.26443    |      -8.64232e+09 | AAPL,SHEL |
| 1424 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         30 |       1.5 |      1   |            10 |   -0.864265    |  -5.23999    |      -8.64265e+09 | SHEL,VLO  |
| 1423 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         30 |       1.5 |      1   |            20 |   -0.864265    |  -5.23999    |      -8.64265e+09 | SHEL,VLO  |
| 1425 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         30 |       1.5 |      1   |             5 |   -0.864265    |  -5.23999    |      -8.64265e+09 | SHEL,VLO  |
| 1427 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       2   |      1   |            20 |   -0.864387    |  -5.01869    |      -8.64387e+09 | SHEL,VLO  |
| 1426 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         20 |       2   |      1   |            10 |   -0.864387    |  -5.01869    |      -8.64387e+09 | SHEL,VLO  |
| 1428 | 2023-12-11 00:00:00 | 2024-12-10 00:00:00 |         10 |       2   |      1   |             5 |   -0.864504    |  -4.85917    |      -8.64504e+09 | SHEL,VLO  |
| 7295 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.86461     |  -5.32053    |      -8.6461e+09  | AAPL,SHEL |
| 4351 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         20 |       2   |      1   |            10 |   -0.864657    |  -4.56961    |      -8.64657e+09 | VLO,XOM   |
| 4352 | 2023-01-15 00:00:00 | 2024-01-15 00:00:00 |         20 |       2   |      1   |            20 |   -0.864657    |  -4.56961    |      -8.64657e+09 | VLO,XOM   |
| 4353 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         20 |       2   |      0.5 |            20 |   -0.864755    |  -4.99705    |      -8.64755e+09 | VLO,XOM   |
| 7296 | 2021-05-25 00:00:00 | 2022-05-25 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.864778    |  -5.46413    |      -8.64778e+09 | AAPL,SHEL |
| 1429 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2   |      1   |            10 |   -0.865552    |  -4.67441    |      -8.65552e+09 | SHEL,VLO  |
| 1430 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         10 |       2   |      1   |             5 |   -0.866326    |  -4.28966    |      -8.66326e+09 | SHEL,VLO  |
| 4354 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.867104    |  -5.10466    |      -8.67104e+09 | VLO,XOM   |
| 7297 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         10 |       2   |      0.5 |             5 |   -0.867451    |  -4.60986    |      -4.81414e+08 | AAPL,SHEL |
| 1431 | 2020-03-31 00:00:00 | 2021-03-31 00:00:00 |         30 |       1.5 |      0.5 |             5 |   -0.867464    |  -3.60196    |      -8.67464e+09 | SHEL,VLO  |
| 1432 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       2   |      1   |             5 |   -0.867573    |  -4.68799    |      -8.67573e+09 | SHEL,VLO  |
| 7298 | 2020-08-28 00:00:00 | 2021-08-28 00:00:00 |         10 |       2   |      1   |            20 |   -0.867878    |  -4.82808    |      -8.67878e+09 | AAPL,SHEL |
