
Timeframe & Parameter Performance (sorted by total return):
|      | start               | end                 |   lookback |   z_enter |   z_exit |   max_holding |   total_return |       sharpe |            max_dd | pair      |
| 3921 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.51586     |  -3.93098    |      -5.1586e+09  | VLO,XOM   |
| 6769 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.515917    |  -3.9656     |      -4.81414e+08 | AAPL,SHEL |
| 6770 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.516091    |  -3.94915    |      -4.79346e+08 | AAPL,SHEL |
| 6771 | 2021-02-24 00:00:00 | 2022-02-24 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.5161      |  -3.94875    |      -4.79245e+08 | AAPL,SHEL |
| 3922 | 2020-07-29 00:00:00 | 2021-07-29 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.516128    |  -2.22309    |      -3.69961e+08 | VLO,XOM   |
| 3923 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.5166      |  -3.92641    |      -5.166e+09   | VLO,XOM   |
| 3924 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2.5 |      1   |            10 |   -0.516682    |  -3.68093    |      -5.16682e+09 | VLO,XOM   |
| 6772 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.516865    |  -3.67873    |      -5.30604e+09 | AAPL,SHEL |
| 3925 | 2021-11-21 00:00:00 | 2022-11-21 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.517033    |  -3.93199    |      -5.17033e+09 | VLO,XOM   |
|  997 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.51709     |  -4.1676     |      -5.1709e+09  | SHEL,VLO  |
| 6773 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         20 |       2.5 |      0.5 |            10 |   -0.517113    |  -3.81313    |      -5.17113e+09 | AAPL,SHEL |
| 6774 | 2021-08-23 00:00:00 | 2022-08-23 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.517336    |  -3.67338    |      -5.31025e+09 | AAPL,SHEL |
| 3926 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       2.5 |      1   |            10 |   -0.518047    |  -3.67777    |      -5.18047e+09 | VLO,XOM   |
| 3927 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2.5 |      1   |            10 |   -0.518072    |  -3.68546    |      -5.18072e+09 | VLO,XOM   |
| 6775 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         20 |       2.5 |      1   |             5 |   -0.518345    |  -3.60119    |      -5.20378e+09 | AAPL,SHEL |
|  998 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         20 |       2   |      0.5 |             5 |   -0.518529    |  -2.33136    |      -1.01539e+09 | SHEL,VLO  |
| 3928 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.518558    |  -2.92147    |      -1.0583e+08  | VLO,XOM   |
| 3929 | 2023-06-14 00:00:00 | 2024-06-13 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.518732    |  -3.82416    |      -5.18732e+09 | VLO,XOM   |
| 6776 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.519139    |  -3.73349    |      -5.19139e+09 | AAPL,SHEL |
| 3930 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.519661    |  -3.90329    |      -5.19661e+09 | VLO,XOM   |
| 3931 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       2.5 |      1   |            10 |   -0.519661    |  -3.90329    |      -5.19661e+09 | VLO,XOM   |
| 3932 | 2022-01-20 00:00:00 | 2023-01-20 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.519767    |  -3.60886    |      -5.19767e+09 | VLO,XOM   |
| 6777 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.51988     |  -3.81364    |      -5.1988e+09  | AAPL,SHEL |
| 6778 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.520829    |  -4.09487    |      -5.26832e+09 | AAPL,SHEL |
|  999 | 2023-07-14 00:00:00 | 2024-07-13 00:00:00 |         30 |       2.5 |      0.5 |            10 |   -0.520885    |  -4.03842    |      -5.20885e+09 | SHEL,VLO  |
| 6779 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.52142     |  -3.8558     |      -5.2142e+09  | AAPL,SHEL |
| 6780 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         30 |       2   |      1   |             5 |   -0.522006    |  -4.49034    |      -5.22006e+09 | AAPL,SHEL |
| 1000 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.522867    |  -3.0199     |      -5.22867e+09 | SHEL,VLO  |
| 3933 | 2022-01-20 00:00:00 | 2023-01-20 00:00:00 |         20 |       2.5 |      1   |             5 |   -0.52374     |  -3.64588    |      -5.2374e+09  | VLO,XOM   |
| 3936 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         10 |       2   |      1   |             5 |   -0.523973    |  -3.45427    |      -5.23973e+09 | VLO,XOM   |
| 3935 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         10 |       2   |      1   |            10 |   -0.523973    |  -3.45427    |      -5.23973e+09 | VLO,XOM   |
| 3934 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         10 |       2   |      1   |            20 |   -0.523973    |  -3.45427    |      -5.23973e+09 | VLO,XOM   |
| 6781 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.524003    |  -3.55445    |      -5.24003e+09 | AAPL,SHEL |
| 6782 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.524049    |  -4.07195    |      -5.27822e+09 | AAPL,SHEL |
| 1001 | 2021-05-25 00:00:00 | 2022-05-25 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.524606    |  -3.6034     |      -5.24606e+09 | SHEL,VLO  |
| 3938 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         10 |       2   |      1   |            10 |   -0.524675    |  -3.89809    |      -5.24675e+09 | VLO,XOM   |
| 3937 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         10 |       2   |      1   |            20 |   -0.524675    |  -3.89809    |      -5.24675e+09 | VLO,XOM   |
| 6783 | 2022-02-19 00:00:00 | 2023-02-19 00:00:00 |         30 |       2   |      1   |             5 |   -0.524881    |  -4.13518    |      -5.24881e+09 | AAPL,SHEL |
| 6784 | 2021-11-21 00:00:00 | 2022-11-21 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.525202    |  -4.07098    |      -5.30743e+09 | AAPL,SHEL |
| 6785 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.52539     |  -3.73818    |      -5.39128e+09 | AAPL,SHEL |
| 6786 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.52558     |  -3.49379    |      -5.30947e+09 | AAPL,SHEL |
| 3939 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       2.5 |      1   |             5 |   -0.525725    |  -3.89605    |      -5.25725e+09 | VLO,XOM   |
| 6787 | 2021-08-23 00:00:00 | 2022-08-23 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.525766    |  -3.73214    |      -5.39456e+09 | AAPL,SHEL |
| 6788 | 2021-11-21 00:00:00 | 2022-11-21 00:00:00 |         30 |       2   |      1   |             5 |   -0.526388    |  -4.44464    |      -5.3193e+09  | AAPL,SHEL |
| 3940 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         10 |       2   |      1   |             5 |   -0.526872    |  -3.88321    |      -5.26872e+09 | VLO,XOM   |
| 1002 | 2020-11-26 00:00:00 | 2021-11-26 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.528312    |  -3.6381     |      -5.28312e+09 | SHEL,VLO  |
| 1003 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.528436    |  -3.63771    |      -5.28436e+09 | SHEL,VLO  |
| 6789 | 2021-12-21 00:00:00 | 2022-12-21 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.528582    |  -3.89004    |      -5.28582e+09 | AAPL,SHEL |
| 3941 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         30 |       2.5 |      0.5 |            10 |   -0.529178    |  -3.88899    |      -5.29178e+09 | VLO,XOM   |
| 1004 | 2023-06-14 00:00:00 | 2024-06-13 00:00:00 |         30 |       2.5 |      0.5 |            10 |   -0.529244    |  -4.13399    |      -5.29244e+09 | SHEL,VLO  |
| 6790 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.529883    |  -3.78697    |      -5.29883e+09 | AAPL,SHEL |
| 1005 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.530797    |  -4.24506    |      -5.30797e+09 | SHEL,VLO  |
| 6791 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.531274    |  -3.6349     |      -5.31274e+09 | AAPL,SHEL |
| 6792 | 2022-01-20 00:00:00 | 2023-01-20 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.532173    |  -3.54429    |      -5.37334e+09 | AAPL,SHEL |
| 3942 | 2024-05-09 00:00:00 | 2025-05-09 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.532352    |  -3.82772    |      -5.32352e+09 | VLO,XOM   |
| 1006 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.532415    |  -4.19593    |      -5.32415e+09 | SHEL,VLO  |
| 6793 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         30 |       2   |      1   |            20 |   -0.533112    |  -4.65425    |      -5.33112e+09 | AAPL,SHEL |
| 1007 | 2022-06-19 00:00:00 | 2023-06-19 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.533146    |  -3.8198     |      -5.33146e+09 | SHEL,VLO  |
| 3943 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.533265    |  -3.83593    |      -5.33265e+09 | VLO,XOM   |
| 1008 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         30 |       2   |      1   |            10 |   -0.533854    |  -2.88882    |      -5.33854e+09 | SHEL,VLO  |
| 3944 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.534       |  -4.1839     |      -5.34e+09    | VLO,XOM   |
| 3945 | 2022-09-17 00:00:00 | 2023-09-17 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.534311    |  -4.19167    |      -5.34311e+09 | VLO,XOM   |
| 6794 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.534675    |  -4.76697    |      -5.34675e+09 | AAPL,SHEL |
| 3946 | 2022-10-17 00:00:00 | 2023-10-17 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.534758    |  -4.18103    |      -5.34758e+09 | VLO,XOM   |
| 3947 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.534802    |  -4.18086    |      -5.34802e+09 | VLO,XOM   |
| 6795 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         30 |       2   |      1   |             5 |   -0.534846    |  -4.62253    |      -5.34846e+09 | AAPL,SHEL |
| 1009 | 2020-04-30 00:00:00 | 2021-04-30 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.534929    |  -2.69087    |      -5.34929e+09 | SHEL,VLO  |
| 3948 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.534954    |  -3.83304    |      -5.34954e+09 | VLO,XOM   |
| 3949 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.534986    |  -3.8411     |      -5.34986e+09 | VLO,XOM   |
| 3950 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         30 |       2.5 |      0.5 |             5 |   -0.536007    |  -3.87998    |      -5.36007e+09 | VLO,XOM   |
| 1010 | 2020-04-30 00:00:00 | 2021-04-30 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.536087    |  -2.70095    |      -5.36087e+09 | SHEL,VLO  |
| 6796 | 2024-04-09 00:00:00 | 2025-04-09 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.536203    |  -3.91493    |      -5.36203e+09 | AAPL,SHEL |
| 1011 | 2020-01-31 00:00:00 | 2021-01-30 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.536784    |  -2.45323    |      -5.52941e+09 | SHEL,VLO  |
| 3951 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.536846    |  -2.45344    |      -5.36846e+09 | VLO,XOM   |
| 6797 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.538556    |  -3.84755    |      -5.38556e+09 | AAPL,SHEL |
| 6798 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       2.5 |      1   |             5 |   -0.538627    |  -3.91786    |      -5.38627e+09 | AAPL,SHEL |
| 6799 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.538627    |  -3.91786    |      -5.38627e+09 | AAPL,SHEL |
| 3952 | 2023-12-11 00:00:00 | 2024-12-10 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.538777    |  -3.50193    |      -5.38777e+09 | VLO,XOM   |
| 6800 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.538853    |  -3.90993    |      -5.38853e+09 | AAPL,SHEL |
| 1012 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.538953    |  -4.17986    |      -5.38953e+09 | SHEL,VLO  |
| 6801 | 2024-05-09 00:00:00 | 2025-05-09 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.539891    |  -3.92262    |      -5.39891e+09 | AAPL,SHEL |
| 6802 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         30 |       2   |      1   |            10 |   -0.540513    |  -4.6445     |      -5.40513e+09 | AAPL,SHEL |
| 1013 | 2020-10-27 00:00:00 | 2021-10-27 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.540558    |  -3.28971    |      -4.90521e+08 | SHEL,VLO  |
| 3953 | 2023-06-14 00:00:00 | 2024-06-13 00:00:00 |         30 |       2.5 |      0.5 |            10 |   -0.540826    |  -3.78509    |      -5.40826e+09 | VLO,XOM   |
| 3954 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.54121     |  -3.68616    |      -5.4121e+09  | VLO,XOM   |
| 1014 | 2020-09-27 00:00:00 | 2021-09-27 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.54122     |  -3.29196    |      -4.90373e+08 | SHEL,VLO  |
| 3955 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.541349    |  -3.67818    |      -5.41349e+09 | VLO,XOM   |
| 1016 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         30 |       2   |      1   |            10 |   -0.541375    |  -3.50877    |      -5.41375e+09 | SHEL,VLO  |
| 1015 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         30 |       2   |      1   |            20 |   -0.541375    |  -3.50877    |      -5.41375e+09 | SHEL,VLO  |
| 1017 | 2022-08-18 00:00:00 | 2023-08-18 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.541422    |  -4.04389    |      -5.41422e+09 | SHEL,VLO  |
| 6803 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.541712    |  -4.35334    |      -5.41712e+09 | AAPL,SHEL |
| 1018 | 2020-03-01 00:00:00 | 2021-03-01 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.541888    |  -2.88076    |      -5.41888e+09 | SHEL,VLO  |
| 3956 | 2023-10-12 00:00:00 | 2024-10-11 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.542108    |  -3.72829    |      -5.42108e+09 | VLO,XOM   |
| 3957 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.542164    |  -4.03463    |      -5.42164e+09 | VLO,XOM   |
| 3958 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         30 |       2.5 |      1   |            10 |   -0.542164    |  -4.03463    |      -5.42164e+09 | VLO,XOM   |
| 6804 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         30 |       2   |      1   |            20 |   -0.54231     |  -3.97045    |      -5.4231e+09  | AAPL,SHEL |
| 1019 | 2020-08-28 00:00:00 | 2021-08-28 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.542338    |  -3.67531    |      -5.42338e+09 | SHEL,VLO  |
| 6805 | 2022-04-20 00:00:00 | 2023-04-20 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.542372    |  -4.04544    |      -1.96972e+08 | AAPL,SHEL |
| 1020 | 2022-05-20 00:00:00 | 2023-05-20 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.542445    |  -3.82874    |      -5.42445e+09 | SHEL,VLO  |
| 6806 | 2021-10-22 00:00:00 | 2022-10-22 00:00:00 |         20 |       2.5 |      1   |             5 |   -0.542637    |  -3.52256    |      -5.42637e+09 | AAPL,SHEL |
| 1021 | 2022-07-19 00:00:00 | 2023-07-19 00:00:00 |         30 |       2   |      1   |             5 |   -0.543472    |  -4.1757     |      -5.43472e+09 | SHEL,VLO  |
| 3959 | 2023-09-12 00:00:00 | 2024-09-11 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.543916    |  -3.72523    |      -5.43916e+09 | VLO,XOM   |
| 3960 | 2023-08-13 00:00:00 | 2024-08-12 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.54395     |  -3.73303    |      -5.4395e+09  | VLO,XOM   |
| 1022 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.544256    |  -3.61017    |      -5.44256e+09 | SHEL,VLO  |
| 3961 | 2020-03-31 00:00:00 | 2021-03-31 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.544358    |  -3.21081    |      -5.61481e+09 | VLO,XOM   |
| 1023 | 2020-12-26 00:00:00 | 2021-12-26 00:00:00 |         30 |       2   |      0.5 |            10 |   -0.544669    |  -3.34613    |      -5.44669e+09 | SHEL,VLO  |
| 6807 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.545197    |  -3.75421    |      -5.4723e+09  | AAPL,SHEL |
| 6808 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         20 |       2.5 |      0.5 |            10 |   -0.545692    |  -3.87219    |      -5.45692e+09 | AAPL,SHEL |
| 3962 | 2023-04-15 00:00:00 | 2024-04-14 00:00:00 |         30 |       2.5 |      1   |            20 |   -0.546023    |  -4.01101    |      -5.46023e+09 | VLO,XOM   |
| 6809 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         30 |       2   |      1   |            10 |   -0.546379    |  -4.01389    |      -5.46379e+09 | AAPL,SHEL |
| 3963 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         10 |       2   |      1   |             5 |   -0.546485    |  -3.37076    |      -5.46485e+09 | VLO,XOM   |
| 3964 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         10 |       2   |      1   |            10 |   -0.546485    |  -3.37076    |      -5.46485e+09 | VLO,XOM   |
| 3965 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         10 |       2   |      1   |            20 |   -0.546485    |  -3.37076    |      -5.46485e+09 | VLO,XOM   |
| 3967 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         10 |       2   |      0.5 |            10 |   -0.546626    |  -3.33785    |      -5.46626e+09 | VLO,XOM   |
| 3966 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         10 |       2   |      0.5 |            20 |   -0.546626    |  -3.33785    |      -5.46626e+09 | VLO,XOM   |
| 3968 | 2022-12-16 00:00:00 | 2023-12-16 00:00:00 |         10 |       2   |      0.5 |             5 |   -0.546626    |  -3.33785    |      -5.46626e+09 | VLO,XOM   |
| 6810 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.546816    |  -3.93595    |      -5.46816e+09 | AAPL,SHEL |
| 1024 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.547686    |  -4.01783    |      -5.47686e+09 | SHEL,VLO  |
| 6811 | 2023-12-11 00:00:00 | 2024-12-10 00:00:00 |         20 |       2.5 |      1   |             5 |   -0.547757    |  -4.16136    |      -5.47757e+09 | AAPL,SHEL |
| 3969 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         30 |       2.5 |      1   |             5 |   -0.548206    |  -4.01893    |      -5.48206e+09 | VLO,XOM   |
| 6812 | 2021-05-25 00:00:00 | 2022-05-25 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.549017    |  -3.6142     |      -5.49017e+09 | AAPL,SHEL |
| 6813 | 2021-05-25 00:00:00 | 2022-05-25 00:00:00 |         20 |       2.5 |      1   |             5 |   -0.549017    |  -3.6142     |      -5.49017e+09 | AAPL,SHEL |
| 3970 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         30 |       2   |      1   |            20 |   -0.549599    |  -3.44373    |      -5.5214e+09  | VLO,XOM   |
| 1025 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         30 |       2   |      0.5 |             5 |   -0.550428    |  -3.88857    |      -5.51253e+09 | SHEL,VLO  |
| 1026 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         30 |       2   |      1   |             5 |   -0.550487    |  -3.54951    |      -5.50487e+09 | SHEL,VLO  |
| 6814 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         20 |       2.5 |      1   |             5 |   -0.550688    |  -4.00046    |      -5.50688e+09 | AAPL,SHEL |
| 3971 | 2024-02-09 00:00:00 | 2025-02-08 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.551084    |  -3.39018    |      -5.51084e+09 | VLO,XOM   |
| 1027 | 2024-05-09 00:00:00 | 2025-05-09 00:00:00 |         10 |       2   |      1   |            20 |   -0.551191    |  -4.00126    |      -5.58861e+09 | SHEL,VLO  |
| 1028 | 2024-05-09 00:00:00 | 2025-05-09 00:00:00 |         10 |       2   |      1   |             5 |   -0.551191    |  -4.00126    |      -5.58861e+09 | SHEL,VLO  |
| 1029 | 2024-05-09 00:00:00 | 2025-05-09 00:00:00 |         10 |       2   |      1   |            10 |   -0.551191    |  -4.00126    |      -5.58861e+09 | SHEL,VLO  |
| 3972 | 2020-07-29 00:00:00 | 2021-07-29 00:00:00 |         30 |       2   |      1   |            20 |   -0.552159    |  -3.72843    |      -5.52159e+09 | VLO,XOM   |
| 3973 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         30 |       2   |      0.5 |            20 |   -0.552203    |  -2.21188    |      -6.33949e+09 | VLO,XOM   |
| 1030 | 2024-03-10 00:00:00 | 2025-03-10 00:00:00 |         30 |       2   |      1   |             5 |   -0.552918    |  -4.00993    |      -5.53744e+09 | SHEL,VLO  |
| 6815 | 2021-09-22 00:00:00 | 2022-09-22 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.553463    |  -3.81044    |      -5.55496e+09 | AAPL,SHEL |
| 6816 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       2.5 |      0.5 |            10 |   -0.553825    |  -3.98126    |      -5.53825e+09 | AAPL,SHEL |
| 1031 | 2021-06-24 00:00:00 | 2022-06-24 00:00:00 |         30 |       2.5 |      0.5 |            10 |   -0.55533     |  -2.74337    |      -5.5533e+09  | SHEL,VLO  |
| 6817 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.556546    |  -3.98137    |      -5.56546e+09 | AAPL,SHEL |
| 1032 | 2021-08-23 00:00:00 | 2022-08-23 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.55729     |  -3.25509    |     -41.5733      | SHEL,VLO  |
| 3974 | 2022-01-20 00:00:00 | 2023-01-20 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.557738    |  -3.85131    |      -5.57738e+09 | VLO,XOM   |
| 3975 | 2022-01-20 00:00:00 | 2023-01-20 00:00:00 |         20 |       2.5 |      0.5 |            10 |   -0.558034    |  -3.85889    |      -5.58034e+09 | VLO,XOM   |
| 6818 | 2022-11-16 00:00:00 | 2023-11-16 00:00:00 |         20 |       2.5 |      1   |            10 |   -0.558091    |  -4.02285    |      -5.58091e+09 | AAPL,SHEL |
| 3976 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.558138    |  -3.75033    |      -5.58138e+09 | VLO,XOM   |
| 6819 | 2021-07-24 00:00:00 | 2022-07-24 00:00:00 |         30 |       2.5 |      0.5 |            20 |   -0.558165    |  -4.88033    |      -5.58165e+09 | AAPL,SHEL |
| 3977 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         20 |       2.5 |      0.5 |             5 |   -0.558307    |  -3.74235    |      -5.58307e+09 | VLO,XOM   |
| 1033 | 2023-06-14 00:00:00 | 2024-06-13 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.558359    |  -4.33095    |      -5.58359e+09 | SHEL,VLO  |
| 3978 | 2021-04-25 00:00:00 | 2022-04-25 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.558549    |  -3.80846    |      -5.58549e+09 | VLO,XOM   |
| 1034 | 2023-05-15 00:00:00 | 2024-05-14 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.558639    |  -4.37514    |      -5.58639e+09 | SHEL,VLO  |
| 3979 | 2021-03-26 00:00:00 | 2022-03-26 00:00:00 |         20 |       2.5 |      1   |            20 |   -0.558744    |  -3.80049    |      -5.58744e+09 | VLO,XOM   |
| 1035 | 2023-02-14 00:00:00 | 2024-02-14 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.559165    |  -4.42724    |      -5.59165e+09 | SHEL,VLO  |
| 1036 | 2023-03-16 00:00:00 | 2024-03-15 00:00:00 |         20 |       2.5 |      0.5 |            20 |   -0.559854    |  -4.42582    |      -5.59854e+09 | SHEL,VLO  |
| 3980 | 2020-01-01 00:00:00 | 2020-12-31 00:00:00 |         30 |       2   |      1   |            10 |   -0.559865    |  -3.49975    |      -5.59865e+09 | VLO,XOM   |
